"","A1-6854_S1","A3-6830_S17","B1-6855_S2","B2-6813_S10","B3-6832_S18","C1-6872_S3","C2-6821_S11","C3-6835_S19","D1-6863_S4","D2-6822_S12","D3-6843_S20","E1-6870_S5","E2-6826_S13","F1-6803_S6","F2-6845_S14","G1-6806_S7","G2-6847_S15_1","H1-6807_S8","H2-6848_S16"
"DN400528",51,30,38,52,81,91,37,87,28,3,67,49,21,111,59,125,64,94,131
"DN400535",239,551,385,432,623,174,543,696,253,609,697,137,936,473,397,199,597,359,305
"DN400538",0,1,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1,0
"DN400539",15,15,17,7,22,12,14,10,66,15,13,18,26,11,7,20,8,5,3
"DN400543",1,1,2,1,0,1,1,0,0,4,6,1,1,1,0,0,1,0,2
"DN400545",0,0,1,1,2,1,0,0,0,4,0,0,11,0,2,0,2,0,2
"DN400547",0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
"DN400553",0,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,1,2
"DN400560",6,26,29,20,27,15,15,20,28,31,34,16,38,16,12,14,15,5,9
"DN400564",0,2,4,2,1,0,0,0,1,0,2,0,0,0,1,0,1,2,0
"DN400567",3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
"DN400585",16,12,17,13,21,16,11,13,50,20,56,5,25,13,10,13,12,14,17
"DN400589",7,5,8,7,5,5,6,8,12,10,10,4,23,4,2,2,3,4,3
"DN400590",103,134,413,229,196,114,177,130,130,155,265,78,176,127,142,102,128,95,116
"DN400600",0,1,1,1,2,1,1,0,0,6,2,0,0,1,0,2,1,2,0
"DN400601",0,1,2,2,2,1,2,0,1,0,0,0,0,1,0,0,0,1,0
"DN400610",1,2,2,1,1,1,0,1,3,0,1,0,1,0,1,0,0,0,0
"DN400620",3,1,2,2,3,2,2,1,0,4,2,0,4,1,1,1,0,1,0
"DN400634",0,0,3,2,2,1,4,0,7,2,3,2,6,1,1,5,1,0,2
"DN400637",8,9,26,23,4,14,7,4,27,13,8,3,11,12,7,8,4,7,8
"DN400638",1,0,1,0,1,0,0,0,5,1,0,1,0,0,0,0,1,0,0
"DN400648",1,3,3,1,3,0,3,2,2,1,2,1,9,1,1,0,1,0,0
"DN400649",2,6,4,6,4,6,1,1,5,2,10,1,5,2,4,1,1,1,1
"DN400651",2,0,1,4,3,1,2,1,2,3,4,3,4,4,1,24,1,3,2
"DN400652",0,0,0,0,0,0,2,0,0,2,1,0,3,0,0,0,1,1,0
"DN400654",0,9,3,0,11,1,0,11,4,1,10,2,2,2,2,1,0,1,1
"DN400655",8,3,0,12,15,3,20,4,0,8,0,0,3,3,4,3,1,1,1
"DN400658",1,0,0,4,1,3,4,0,3,6,0,0,2,1,1,1,0,0,0
"DN400667",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"DN400669",2,8,4,2,3,3,2,0,3,1,6,0,4,1,1,4,2,0,1
"DN400671",4,2,7,2,2,8,0,5,11,4,6,2,7,9,1,5,2,4,3
"DN400673",0,2,2,1,1,0,1,0,2,3,5,2,5,1,0,4,2,0,1
"DN400677",1,4,1,0,5,3,3,2,1,7,2,1,0,0,0,0,0,2,2
"DN400680",0,0,0,2,1,1,1,0,1,0,0,1,4,0,0,0,1,1,0
"DN400690",1,1,0,0,0,2,0,0,3,0,0,1,0,1,0,3,0,1,0
"DN400693",0,0,1,2,0,0,0,1,0,5,0,0,9,0,0,1,0,0,0
"DN400705",12,6,20,31,8,7,24,4,5,37,8,4,29,12,10,10,8,12,10
"DN400708",4,2,5,4,4,2,3,2,2,4,2,1,1,1,1,0,1,1,1
"DN400727",0,0,0,1,1,2,0,0,1,0,2,0,3,2,0,1,0,0,2
"DN400740",0,1,1,2,0,3,0,1,8,2,0,1,3,2,2,2,0,1,1
"DN400742",26,34,100,27,26,34,28,21,51,35,56,13,67,12,24,11,31,15,30
"DN400745",0,0,1,0,2,0,2,0,2,4,3,0,2,2,0,0,3,0,2
"DN400748",1,0,4,2,3,1,0,0,2,2,3,3,6,1,0,1,0,0,1
"DN400757",2,0,0,1,3,1,4,1,4,7,3,1,14,1,1,1,0,2,1
"DN400760",343,201,260,212,347,568,323,475,508,86,336,210,139,668,458,573,358,419,154
"DN400761",13,8,4,4,16,9,6,24,12,1,52,3,8,4,5,10,2,3,7
"DN400765",2,1,10,6,5,7,5,8,8,8,10,1,14,2,2,3,3,2,7
"DN400767",12,7,26,5,8,12,5,5,21,40,14,5,30,10,8,14,5,8,5
"DN400770",16,46,13,4,35,8,3,10,89,14,50,9,4,9,4,23,2,17,0
"DN400778",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2
"DN400780",0,0,1,3,0,0,0,0,0,0,3,2,1,0,1,0,1,0,1
"DN400784",0,2,0,0,0,1,0,0,0,2,0,1,1,0,0,0,3,1,0
"DN400785",3,1,0,0,0,0,1,0,4,2,0,0,0,1,4,0,0,1,0
"DN400789",0,1,2,0,0,0,1,0,2,0,1,0,1,1,1,0,1,1,0
"DN400799",1,0,8,0,2,1,1,1,1,0,3,1,7,0,3,0,1,0,0
"DN400801",0,2,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,2
"DN400805",0,7,7,1,4,0,7,7,10,10,6,1,11,3,0,1,4,1,2
"DN400810",2,2,0,0,1,0,1,2,1,3,0,0,1,0,0,0,0,0,0
"DN400811",10,13,23,23,15,12,6,9,38,9,21,10,22,12,15,7,7,14,14
"DN400819",1,3,9,10,2,3,2,3,7,2,9,2,9,1,3,1,1,4,0
"DN400820",0,0,0,1,1,2,0,0,1,1,1,0,0,2,0,0,0,1,2
"DN400821",0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
"DN400822",0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2
"DN400826",1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
"DN400827",1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0
"DN400833",1,2,0,0,1,1,1,1,3,1,7,0,0,0,1,0,0,1,0
"DN400835",0,1,2,1,1,0,2,1,0,2,1,0,3,0,1,1,0,0,0
"DN400838",6,1,11,2,4,3,1,0,6,2,3,2,0,12,4,7,1,1,2
"DN400844",2,2,4,0,1,1,2,0,1,2,1,0,1,1,2,0,0,0,0
"DN400846",1,1,1,1,3,0,0,1,6,2,1,0,1,1,3,2,0,1,0
"DN400852",1,1,3,2,2,0,1,0,6,5,3,2,1,4,5,2,1,1,2
"DN400857",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
"DN400861",0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,1,4
"DN400870",0,2,5,1,0,1,1,1,3,2,1,0,5,0,1,2,1,0,1
"DN400877",10,9,23,15,25,14,6,17,54,12,33,12,25,14,12,16,7,10,11
"DN400881",11,22,9,10,17,9,37,7,22,52,24,5,81,13,9,14,13,5,14
"DN400882",0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
"DN400885",1,0,0,0,0,1,3,1,1,0,0,2,0,2,0,0,0,0,0
"DN400890",6,5,17,7,6,6,7,5,28,9,18,5,18,2,5,5,4,0,1
"DN400891",2,3,6,1,8,2,12,4,6,3,3,1,4,5,8,2,3,4,9
"DN400892",0,3,0,0,2,1,1,1,3,0,0,1,3,0,3,1,0,0,0
"DN400900",2,1,5,7,4,5,3,5,12,4,2,2,7,4,4,5,2,4,1
"DN400903",1,12,20,9,21,15,3,5,24,9,20,15,19,3,7,13,8,2,4
"DN400907",18,13,20,2,15,7,7,0,0,19,13,1,18,4,6,0,15,2,15
"DN400909",2,2,2,2,1,3,1,2,9,1,5,2,4,3,1,0,1,0,4
"DN400910",0,1,3,3,3,1,0,0,5,2,2,0,1,0,0,0,3,0,0
"DN400916",7,0,11,2,2,0,3,5,8,5,7,2,4,3,7,2,0,3,2
"DN400918",14,5,14,13,14,12,17,5,20,116,12,2,60,0,11,2,8,6,4
"DN400925",1,2,7,0,3,0,0,0,2,1,5,1,2,0,0,0,0,1,0
"DN400939",320,155,187,11,60,226,391,104,275,226,60,198,338,42,133,116,222,27,133
"DN400949",0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2
"DN400951",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
"DN400969",4,19,18,3,19,7,7,6,29,9,14,7,19,6,3,1,3,4,9
"DN400971",0,0,2,0,1,1,2,1,1,4,2,0,5,1,1,0,0,2,0
"DN400972",1,0,0,1,1,1,4,0,0,1,1,1,0,2,1,1,3,1,0
"DN400976",2,4,6,7,3,0,4,0,9,5,8,3,15,0,4,1,1,1,9
"DN400978",1,0,3,0,3,0,1,1,1,3,3,1,4,0,0,0,3,0,0
"DN400983",4,2,3,2,2,7,2,1,2,7,4,0,10,3,0,0,2,1,6
"DN400984",2,2,1,1,1,1,0,1,5,1,3,2,1,0,1,2,0,1,0
"DN400985",0,1,0,1,1,3,1,0,4,4,1,1,1,1,0,1,0,1,1
"DN400987",3,4,2,0,3,5,1,1,6,6,5,1,4,0,0,1,5,0,1
"DN400991",2,4,3,3,1,2,2,5,11,4,4,1,12,2,1,4,5,1,1
"DN400993",3,6,5,0,3,1,3,2,2,2,7,2,1,0,1,0,0,0,0
"DN400994",0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0
"DN400998",0,0,0,0,0,0,0,1,2,1,1,2,2,0,0,0,0,1,0
"DN401005",8,9,18,4,29,0,28,2,15,28,14,4,23,14,3,6,7,8,15
"DN401006",0,3,1,1,2,1,2,2,1,6,6,0,3,0,0,1,2,0,2
"DN401007",1,4,2,0,7,2,3,2,8,6,6,1,7,1,2,7,3,0,4
"DN401010",253,198,431,219,385,160,296,249,663,273,549,118,333,243,222,153,232,202,185
"DN401014",18,33,48,40,47,23,22,12,87,32,54,12,72,31,26,40,25,23,23
"DN401015",3,5,0,1,4,0,2,0,22,3,6,2,9,0,3,0,0,0,0
"DN401017",1,1,1,1,4,1,0,1,0,4,2,0,0,0,0,0,0,0,3
"DN401020",3,2,6,7,3,4,6,2,10,8,10,4,14,6,7,5,2,4,3
"DN401025",0,0,2,2,0,0,0,0,1,2,0,1,0,0,0,1,0,1,1
"DN401026",0,2,1,1,0,1,0,3,1,0,2,0,2,0,0,0,0,0,0
"DN401029",2,2,6,0,6,6,2,1,12,2,4,1,8,0,2,2,2,1,0
"DN401030",0,1,1,0,0,1,1,5,1,0,1,0,1,1,1,1,2,1,2
"DN401042",0,2,0,0,1,1,0,1,1,0,0,2,3,0,2,0,0,0,0
"DN401043",0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0
"DN401055",10,17,29,6,10,7,1,4,41,0,22,0,12,0,9,0,11,0,4
"DN401056",11,7,10,4,3,7,8,2,6,7,6,5,16,3,3,2,5,2,6
"DN401058",0,0,0,1,0,0,1,1,2,0,0,0,0,0,2,3,0,2,0
"DN401062",0,5,0,0,4,0,0,6,0,0,7,0,0,0,0,0,0,0,0
"DN401065",1,2,4,0,8,0,0,3,5,0,2,0,0,1,0,1,0,1,1
"DN401072",4,5,1,30,10,0,1,6,0,2,13,0,12,5,6,1,0,11,1
"DN401073",2,0,4,1,4,1,11,0,4,0,6,0,8,3,5,0,4,0,2
"DN401075",0,2,2,1,0,1,0,0,2,0,0,1,1,1,1,0,0,0,1
"DN401077",51,26,66,34,37,26,18,17,31,22,39,28,29,32,20,18,34,28,25
"DN401082",0,2,1,0,0,3,1,1,4,0,2,0,0,0,0,0,0,1,0
"DN401083",0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"DN401089",1,0,3,2,4,1,1,0,4,4,1,2,1,0,1,2,0,0,0
"DN401091",0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"DN401094",1,1,0,1,0,0,1,0,0,0,0,4,0,1,4,0,0,1,0
"DN401099",0,0,2,2,0,0,0,1,0,2,0,0,3,0,0,0,1,0,1
"DN401101",3,4,9,6,1,6,2,1,8,0,13,2,4,2,2,0,4,2,6
"DN401102",0,0,0,1,2,0,0,0,0,1,3,0,1,4,1,3,0,2,0
"DN401103",5,5,13,11,5,3,5,2,9,6,17,4,25,6,7,2,8,6,4
"DN401111",0,0,1,2,1,4,3,0,3,4,2,1,3,2,0,3,0,1,2
"DN401119",0,0,0,0,0,1,0,0,1,1,2,0,6,2,0,0,0,1,0
"DN401121",2,2,2,0,0,5,0,0,7,0,2,0,3,1,2,0,0,0,1
"DN401122",1,1,1,1,1,1,1,1,1,3,0,0,1,0,0,0,2,0,1
"DN401125",0,2,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,3
"DN401128",0,0,2,0,2,0,1,0,1,0,1,1,0,0,1,0,1,0,0
"DN401130",0,2,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,6
"DN401134",3,5,10,5,4,1,9,9,8,20,9,0,4,4,3,2,5,1,3
"DN401140",0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0
"DN401148",3,2,8,3,2,3,4,1,12,10,2,0,11,6,4,3,2,4,2
"DN401149",132,111,97,95,228,148,116,214,163,62,134,76,167,139,92,77,142,106,102
"DN401154",0,2,1,3,4,1,4,0,2,7,8,0,8,2,2,0,1,2,0
"DN401155",1,9,8,24,6,1,8,2,23,7,11,1,9,5,9,8,5,11,0
"DN401163",0,0,2,0,0,0,2,0,1,0,0,1,7,0,0,0,0,0,0
"DN401165",0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0
"DN401169",4,1,7,3,5,8,1,3,15,1,4,5,2,0,1,3,4,9,0
"DN401170",0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0
"DN401172",0,0,0,2,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
"DN401173",0,1,0,0,4,0,1,1,0,3,0,0,2,0,0,1,0,0,0
"DN401191",2,3,1,3,1,0,5,4,1,10,2,0,7,3,1,6,0,0,1
"DN401192",0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
"DN401194",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
"DN401196",10,7,16,4,20,17,8,12,20,5,18,10,13,10,11,8,3,13,1
"DN401197",0,3,3,2,0,2,0,2,1,0,2,2,1,2,3,1,1,0,0
"DN401198",0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0
"DN401201",1,0,1,3,0,1,2,1,3,1,1,0,1,2,1,0,0,0,0
"DN401205",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0
"DN401209",0,2,0,1,4,0,2,0,1,3,5,2,10,2,1,0,1,0,3
"DN401211",0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0
"DN401227",49,26,37,59,38,35,46,43,111,47,64,26,107,55,43,39,29,39,15
"DN401229",0,10,7,5,13,7,8,6,10,7,13,6,6,4,11,8,3,9,4
"DN401232",1,0,1,2,0,0,0,0,1,0,2,0,3,0,0,1,0,1,0
"DN401235",0,2,5,1,1,0,3,0,4,0,3,0,4,1,9,2,7,0,1
"DN401239",1,0,3,1,2,2,4,0,1,6,5,1,8,4,0,0,2,3,4
"DN401241",0,0,1,2,0,0,1,1,3,0,2,2,0,1,1,1,0,0,0
"DN401242",28,34,43,17,27,26,17,39,49,22,57,12,30,26,43,35,16,17,15
"DN401244",0,1,31,0,4,9,0,3,9,0,4,2,3,1,2,0,1,2,2
"DN401245",2,0,2,1,0,1,0,0,2,3,0,0,0,1,0,0,1,1,0
"DN401247",2,1,0,2,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0
"DN401249",1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"DN401250",0,2,1,1,0,0,1,1,2,4,1,2,0,0,0,0,1,0,5
"DN401252",2,5,8,0,3,0,1,1,4,3,2,0,0,1,0,4,1,3,0
"DN401260",18,35,50,27,53,41,28,29,73,42,20,26,42,28,35,46,28,39,46
"DN401262",5,6,28,33,21,12,7,4,16,15,15,13,31,6,4,3,13,8,5
"DN401265",3,6,10,7,7,6,2,2,3,5,8,3,14,4,1,2,1,2,0
"DN401269",0,0,5,2,3,1,5,0,0,10,5,1,6,2,1,2,1,2,0
"DN401270",1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"DN401283",6,8,20,11,14,12,4,3,16,23,5,3,30,6,8,6,8,12,19
"DN401285",5,1,5,0,6,3,2,1,11,4,8,1,4,2,4,1,1,1,0
"DN401291",96,153,163,74,172,134,95,105,901,145,129,34,132,161,86,137,51,135,34
"DN401294",48,49,74,49,64,33,36,57,52,37,105,18,64,51,29,36,55,36,31
"DN401296",1,0,2,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"DN401297",0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
"DN401313",0,2,4,4,3,0,2,3,5,4,4,1,3,2,0,1,0,1,0
"DN401322",4,2,4,2,7,1,5,2,4,7,11,3,7,4,3,1,1,2,4
"DN401326",0,0,0,0,1,1,1,0,2,0,1,0,2,0,1,0,0,0,1
"DN401328",163,304,143,127,617,143,239,510,153,48,249,129,124,275,194,288,193,170,342
"DN401334",12,23,31,14,25,17,13,21,49,19,43,15,31,21,20,12,19,7,19
"DN401336",1,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"DN401337",35,49,103,47,62,16,68,39,67,132,65,14,221,40,21,26,70,37,48
"DN401341",2,2,5,2,6,3,3,3,9,5,8,4,5,5,0,5,3,5,1
"DN401343",168,185,222,194,234,150,139,238,441,149,300,111,209,219,164,192,111,137,68
"DN401354",24,24,63,29,24,32,17,23,70,38,52,25,36,33,33,59,25,24,4
"DN401356",6,14,41,14,22,19,10,13,27,7,15,8,13,7,16,6,13,8,5
"DN401359",0,0,6,1,1,1,1,0,4,3,4,0,7,1,0,0,3,1,3
"DN401361",0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
"DN401362",15,5,11,12,19,18,7,19,30,2,8,6,20,19,26,12,15,12,10
"DN401365",2,11,2,0,17,0,0,1,2,0,0,3,6,0,0,0,9,0,1
"DN401369",0,1,1,5,4,1,12,0,2,8,0,0,17,1,2,0,0,0,0
"DN401370",0,0,0,0,0,1,1,0,2,4,2,1,0,0,0,0,1,1,0
"DN401380",0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
"DN401382",1,3,1,0,4,1,5,0,3,0,6,0,3,0,2,0,2,0,3
"DN401392",7,16,18,16,24,10,13,12,45,20,23,10,51,17,10,8,9,5,1
"DN401394",2,0,3,1,1,4,0,1,9,0,6,3,10,3,0,0,1,0,4
"DN401405",0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,0
"DN401408",0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"DN401409",2,2,2,0,1,1,0,1,2,2,0,1,7,0,0,0,0,0,0
"DN401420",1,14,14,16,21,5,7,15,21,14,33,4,27,9,8,7,8,4,42
"DN401422",3,12,3,0,0,2,0,0,2,2,2,4,4,2,0,0,1,0,2
"DN401427",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"DN401429",1,0,0,0,1,2,0,0,5,1,3,0,6,0,0,2,1,2,0
"DN401442",10,10,41,12,18,6,17,12,14,77,30,7,55,11,13,7,19,3,6
"DN401444",2,4,5,4,0,3,3,1,4,6,1,1,4,1,1,0,0,2,2
"DN401446",0,3,2,2,4,0,2,0,3,3,0,0,1,1,1,1,1,0,0
"DN401451",0,0,0,2,3,0,1,0,0,2,0,0,1,0,0,0,0,0,0
"DN401453",1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"DN401456",0,0,2,3,1,0,0,2,1,0,0,0,1,1,1,2,0,2,0
"DN401464",1,0,3,1,1,0,1,0,4,6,0,1,7,0,0,1,4,1,1
"DN401471",2,0,7,0,1,0,1,2,3,0,0,0,4,1,1,0,0,1,1
"DN401475",13,25,23,7,33,17,13,24,50,19,41,9,39,14,6,16,20,1,13
"DN401490",7,13,115,100,38,20,19,17,36,28,45,15,84,21,4,25,41,22,13
"DN401496",1,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"DN401499",2,4,6,5,11,1,2,9,6,9,20,1,29,6,6,4,5,8,16
"DN401505",0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"DN401508",0,1,0,1,0,0,1,0,3,1,1,0,0,0,2,1,1,1,0
"DN401511",1,3,1,1,0,2,3,1,5,4,1,0,6,1,3,4,1,1,0
"DN401515",27,30,30,19,39,23,30,31,32,11,30,21,13,24,21,34,31,20,33
"DN401524",34,51,95,57,44,25,41,41,117,138,87,12,87,68,26,69,46,58,21
"DN401530",0,3,1,0,1,1,0,1,1,2,0,0,0,1,2,1,0,0,0
"DN401531",0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
"DN401532",6,7,9,1,7,3,9,1,24,1,0,13,6,1,0,2,10,0,5
"DN401548",1,0,1,0,3,3,1,0,0,0,0,0,2,1,1,0,2,1,1
"DN401553",0,0,1,1,0,0,1,0,0,2,0,0,2,1,0,1,0,0,0
"DN401555",0,2,3,1,2,2,1,0,2,0,2,1,3,1,1,6,1,1,1
"DN401558",2,2,4,1,0,0,3,5,2,7,2,0,5,0,0,2,3,1,2
"DN401563",0,1,3,1,1,1,1,2,3,4,6,0,5,0,0,2,0,1,0
"DN401566",13,5,19,26,5,1,5,6,12,28,9,3,14,12,2,4,4,2,4
"DN401578",1,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0
"DN401580",5,1,14,2,1,5,1,0,2,4,6,1,14,5,2,0,1,2,1
"DN401584",0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
"DN401585",0,2,2,2,6,0,1,1,1,3,4,0,7,1,1,2,2,2,1
"DN401594",0,2,1,0,0,0,0,0,4,3,1,0,3,1,0,1,2,1,2
"DN401606",11,13,15,11,20,15,11,8,34,15,23,7,20,15,15,13,9,7,4
"DN401621",0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"DN401623",35,60,123,28,110,112,85,100,107,66,89,70,85,121,43,58,66,111,37
"DN401629",1,5,7,3,4,0,3,1,8,1,5,0,2,1,1,0,2,0,1
"DN401631",1,5,14,6,2,3,2,2,8,0,4,6,2,2,0,2,1,2,4
"DN401632",0,0,2,2,0,1,4,1,0,4,1,1,5,0,0,0,0,0,5
"DN401634",1,1,0,2,3,2,3,0,5,2,7,1,2,5,3,5,0,2,6
"DN401638",0,1,5,2,5,0,2,1,12,6,2,1,0,1,0,2,4,8,2
"DN401641",4,3,5,4,0,1,3,0,9,5,3,0,7,1,2,3,1,6,5
"DN401644",0,3,4,0,4,0,3,2,5,2,3,0,1,4,0,3,0,4,1
"DN401645",1,0,0,0,3,0,0,0,0,1,2,0,4,3,1,1,0,1,0
"DN401651",4,3,8,0,0,2,1,2,2,2,8,1,5,0,3,1,6,0,0
"DN401658",0,2,0,2,4,4,3,2,1,2,0,0,1,3,1,1,0,2,11
"DN401665",0,3,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0
"DN401672",3,1,10,1,1,3,1,4,6,0,1,1,13,1,3,0,4,2,4
"DN401683",0,2,3,3,1,2,0,2,2,0,4,4,3,3,1,1,1,0,0
"DN401690",8,5,11,12,5,3,1,5,15,9,13,6,11,9,4,3,10,5,3
"DN401691",3,8,2,9,3,4,2,3,11,2,3,1,6,3,1,7,1,5,3
"DN401714",0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0
"DN401715",0,1,2,1,0,1,1,1,2,1,2,1,6,0,0,3,2,4,2
"DN401731",9,2,1,4,2,1,0,0,1,0,3,0,4,1,2,0,1,2,1
"DN401734",6,11,28,12,15,10,4,11,15,14,7,5,36,6,2,9,9,3,10
"DN401735",4,0,0,3,3,0,2,0,2,1,2,2,1,0,2,2,0,0,3
"DN401736",0,0,2,0,1,1,0,1,8,2,1,2,1,0,0,0,0,0,1
"DN401738",1,5,8,3,7,2,6,0,0,6,7,0,6,1,2,4,1,4,2
"DN401743",0,0,4,0,1,0,1,2,1,1,1,0,2,4,1,0,0,0,0
"DN401748",1,0,0,4,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0
"DN401752",7,10,15,12,7,5,2,3,9,7,11,5,13,1,5,4,7,1,6
"DN401758",5,9,13,9,11,7,3,1,12,35,14,5,28,5,2,10,4,12,3
"DN401762",2,6,5,3,2,2,0,2,2,0,8,1,2,5,1,2,2,2,5
"DN401767",1,0,12,2,2,2,0,1,3,4,0,0,4,1,0,1,1,0,2
"DN401770",0,0,2,3,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0
"DN401775",2,3,8,2,11,0,1,0,3,2,9,0,2,1,2,3,3,2,0
"DN401776",2,0,2,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0
"DN401778",2,3,10,0,2,3,2,4,19,5,2,0,12,3,1,0,9,0,0
"DN401781",0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0
"DN401783",17,11,144,108,12,14,20,15,76,42,23,13,141,44,6,35,27,23,19
"DN401784",1,1,2,1,7,0,1,2,4,6,5,3,0,0,0,0,0,0,4
"DN401785",0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0
"DN401786",0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"DN401787",5,2,9,10,1,4,9,2,9,10,8,1,28,6,1,1,2,1,3
"DN401789",1,4,5,8,8,13,1,1,20,2,17,2,1,2,2,4,1,12,5
"DN401799",0,1,3,0,0,0,1,1,0,1,1,0,0,1,0,1,1,2,0
"DN401801",2,1,3,0,5,2,1,3,4,4,0,5,6,1,1,1,3,2,0
"DN401813",0,0,3,0,1,0,2,2,3,0,0,0,0,0,2,1,2,1,0
"DN401814",0,1,4,0,0,0,0,0,0,1,4,0,1,0,0,0,3,1,2
"DN401816",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
"DN401819",2,7,13,2,8,10,2,7,8,1,10,2,0,3,5,5,1,3,5
"DN401821",3,2,2,0,1,1,6,0,2,3,1,0,3,3,0,0,1,0,0
"DN401825",4,2,3,2,4,0,3,1,4,9,1,0,8,4,5,0,8,2,0
"DN401829",0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"DN401836",0,0,2,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0
"DN401840",1,1,0,1,2,0,0,0,2,1,6,1,4,0,1,0,1,3,0
"DN401847",0,0,0,1,0,0,1,0,3,0,3,0,0,1,0,0,0,0,0
"DN401857",11,7,18,17,8,4,16,10,11,4,9,12,19,23,10,17,9,4,10
"DN401861",0,0,0,2,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0
"DN401862",3,3,5,1,6,5,2,4,4,1,2,1,8,1,4,4,7,0,0
"DN401864",0,0,2,0,0,0,1,1,2,0,0,1,0,1,0,1,1,0,0
"DN401865",0,2,4,3,5,2,3,1,4,3,7,2,2,4,4,1,3,1,2
"DN401867",0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,1,0,1,0
"DN401869",0,2,2,1,0,0,3,1,2,1,1,1,0,0,1,0,1,0,3
"DN401879",0,0,0,0,0,0,0,4,0,0,4,0,2,0,1,0,1,0,0
"DN401892",0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,3,0,0
"DN401893",1,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0
"DN401896",0,0,1,0,0,3,0,0,4,1,6,0,1,0,0,0,0,0,1
